lat,lon,RSSI_1,RSSI_2,RSSI_3,RSSI_4,RSSI_5,RSSI_6
-8.07752,-34.899162,-67.3,-24.7,-73.4,-67.2,-79.2666666666667,-80.6
-8.077514,-34.899326,-64.8,-52.75,-65.35,-77.55,-75.1,-84.15
-8.07751,-34.89904,-67.9666666666667,-27.5,-64.7666666666667,-70.5666666666667,-74.7666666666667,-83.8333333333333
-8.077504,-34.899284,-65.2333333333333,-42.1666666666667,-60.4,-72.0666666666667,-79.0666666666667,-78.7666666666667
-8.077503,-34.899101,-67.4333333333333,-23.4333333333333,-62.7666666666667,-65.3666666666667,-74,-85.7
-8.077502,-34.899303,-67.6666666666667,-35.5666666666667,-62.9,-73.6,-78.5333333333333,-80.9666666666667
-8.077501,-34.899261,-60.1333333333333,-31.7666666666667,-59.4,-65.8,-76.5333333333333,-77.5666666666667
-8.0775,-34.899338,-71.8333333333333,-60.7666666666667,-67.0666666666667,-79.9666666666667,-78.7333333333333,-87.4666666666667
-8.077494,-34.899319,-63,-46.75,-54.3,-76,-78.05,-82
-8.077494,-34.899231,-68.7333333333333,-30.4333333333333,-64.8666666666667,-67.4666666666667,-76.7333333333333,-77.8333333333333
-8.077491,-34.898972,-65.7,-26,-64.2,-65.4,-72.6333333333334,-77.2666666666667
-8.077481,-34.899342,-68.5333333333333,-53.2,-66.8333333333333,-79.9,-78.4,-80.4
-8.07748,-34.899185,-72.8333333333333,-29.4666666666667,-65.8333333333333,-66.8666666666667,-71.5333333333333,-79.2333333333333
-8.077478,-34.899029,-68.2333333333333,-23.7,-60.6333333333333,-66.5333333333333,-73.6333333333334,-86.5666666666667
-8.077475,-34.899338,-68.2,-50.1666666666667,-72.9666666666667,-73.6,-76.1333333333333,-82.4
-8.077474,-34.898914,-63.125,-22.775,-67.6,-63.25,-72.625,-77.2
-8.077463,-34.899136,-65.1,-28.2,-66.525,-69.3,-75.35,-82.725
-8.077293,-34.898491,-58,-30.8333333333333,-67.7,-71.3333333333333,-74.8333333333333,-80.4
-8.07729,-34.89838,-62.25,-26.25,-66.1,-67.05,-75.75,-83.25
-8.077288,-34.899406,-69.4666666666667,-57.1,-58.5666666666667,-74.9666666666667,-74.3333333333333,-82.3333333333333
-8.077271,-34.898529,-66.35,-24.8,-63.575,-71.675,-72.6,-81.5
-8.077266,-34.899399,-70.2,-56.4666666666667,-64.8333333333333,-80.2333333333333,-77.9,-84.1
-8.077255,-34.898392,-62.8333333333333,-29.7333333333333,-63.6,-67.9666666666667,-74.8333333333333,-79.5333333333333
-8.077242,-34.898445,-65.3,-26.4,-66.2333333333333,-70.0333333333333,-76,-77.0333333333333
-8.077239,-34.899406,-68.0666666666667,-60.5666666666667,-66.9666666666667,-79.3333333333333,-75.5666666666667,-86.1666666666667
-8.077236,-34.899422,-64.6,-56.45,-71.35,-76.05,-76.35,-83.85
-8.077222,-34.898285,-60.6,-31.825,-68.225,-68.425,-78.275,-80.425
-8.077222,-34.898186,-59.975,-36.575,-75.875,-69.175,-74.475,-80.625
-8.077211,-34.899422,-70.4,-59.85,-72.4,-83.85,-75.95,-87.15
-8.077209,-34.899433,-63.3,-60.9333333333333,-67.8,-79.7,-76.6666666666667,-83.3666666666666
-8.077207,-34.898354,-61.3666666666667,-28.3333333333333,-72.6,-66.9,-71.5,-78.3
-8.07719,-34.898094,-70.7333333333333,-38.9333333333333,-69.4666666666667,-68.1666666666667,-71.7666666666667,-80.9
-8.077186,-34.899441,-65.9666666666667,-58.5333333333333,-65.6333333333333,-79.1333333333333,-75.6,-82.2666666666667
-8.077181,-34.89817,-64.05,-32.1,-62.25,-68.9,-76.05,-76.1
-8.077177,-34.899437,-71.7,-56.7666666666667,-71.6333333333333,-80.5333333333333,-75.0333333333333,-87.7666666666667
-8.077169,-34.898254,-60.1,-31.9,-70.4666666666667,-68.1666666666667,-73.1666666666667,-79.4333333333333
-8.077158,-34.898006,-60.5,-32.8666666666667,-67.2333333333333,-68.7,-73.5,-81.7
-8.07679,-34.896889,-63.4,-32.9,-70.4333333333333,-60.2,-68.9,-84.9333333333333
-8.076777,-34.897064,-58.8666666666667,-34.2666666666667,-73.8,-65.1,-68.4333333333333,-81.6333333333333
-8.076776,-34.896996,-64.8,-33.5666666666667,-71.7,-64.9666666666667,-75.2666666666667,-83.6
-8.076767,-34.899601,-62.3333333333333,-50.1666666666667,-68.6,-76.3333333333333,-77.3333333333333,-84.7666666666667
-8.076746,-34.896755,-63.9333333333333,-37.5666666666667,-76.0666666666667,-61.3666666666667,-74.7666666666667,-84.8666666666667
-8.076736,-34.896942,-65.4,-33.0666666666667,-73.3666666666666,-61.2,-69.1333333333333,-84.5666666666667
-8.076735,-34.896873,-64,-35.3333333333333,-75,-58.6,-73.9333333333333,-82.7666666666667
-8.076726,-34.89962,-64.05,-50.9,-61.6,-79.8,-79.5,-86.55
-8.07672,-34.899605,-69.65,-52.1,-72.2,-78.9,-76.15,-82.85
-8.076719,-34.899628,-64.7,-59.6666666666667,-66.5,-77.2666666666667,-74.1,-81.0666666666667
-8.076701,-34.896622,-58.1,-46.0666666666667,-75.6333333333334,-59,-72.7666666666667,-84.0666666666667
-8.076695,-34.896812,-58.7,-37.65,-79.3,-59.25,-65.6,-85.3
-8.066086,-34.896355,-64.65,-57,-74.55,-60.4,-68.75,-47.85
-8.066082,-34.888832,-70.05,-81.45,-76.975,-72.25,-48.525,-85.95
-8.066076,-34.896919,-61.2,-50.6,-63.7333333333333,-45.3333333333333,-73.0333333333333,-40.8333333333333
-8.066052,-34.896828,-62.9,-53.5333333333333,-63.5,-57.3,-71.6333333333333,-51.2
-8.06605,-34.896439,-65.3333333333333,-59.4333333333333,-67.8666666666667,-61.3666666666667,-69.2333333333333,-48.7666666666667
-8.066043,-34.901215,-65.2,-65.35,-67.25,-57.3,-74.05,-63.2
-8.059344,-34.906822,-82.7258928571428,-72.7982142857143,-83.9723214285714,-73.9116071428572,-84.9258928571429,-74.3794642857143
-8.059342,-34.906818,-85.2333333333333,-67.4,-84,-80.4666666666667,-81.9,-87.3666666666666
-8.05934,-34.906826,-85.45,-71.2,-83.7,-76.55,-83.55,-85.55
-8.059339,-34.90683,-84.4,-64.7333333333333,-82.5333333333333,-78.1333333333333,-85.8666666666666,-80.5666666666667
-8.059338,-34.90683,-85.6333333333334,-64.9333333333333,-80.5666666666667,-74.1,-86,-81.9666666666667
-8.06706,-34.89386,-63.9666666666667,-79.0333333333333,-73.2666666666667,-65.2666666666667,-71.6666666666667,-54.4333333333333
-8.067059,-34.894279,-67.7,-70.65,-73.45,-66.75,-58,-41.95
-8.067056,-34.896801,-59.8,-48.85,-49.55,-35.85,-62.45,-41.45
-8.067055,-34.89679,-59.8,-50.25,-53.65,-39.85,-61.15,-47.5
-8.067047,-34.894367,-69.85,-67.2,-70.35,-67.35,-68.6,-38.075
-8.067039,-34.893848,-63,-79.15,-75.85,-69.3,-70.8,-54.7
-8.067022,-34.894352,-65.275,-69.2,-70.75,-67.325,-68.275,-45.35
-8.077576,-34.899261,-68.2,-33.3666666666667,-66.6666666666667,-71.3,-77.2,-82.4666666666667
-8.07757,-34.899296,-67.475,-48.95,-65.375,-81.55,-79.55,-83.425
-8.077567,-34.899223,-67.1666666666667,-33.1333333333333,-63.6333333333333,-68.6666666666667,-79.7,-77.3333333333333
-8.07755,-34.899174,-63.5333333333333,-26.4666666666667,-66.0666666666667,-71.2666666666667,-77.5,-78.3333333333333
-8.077547,-34.899319,-72,-55.3,-75.3333333333333,-82.7,-80.2333333333333,-79.5333333333333
-8.077127,-34.897911,-60.525,-28.1,-71.1,-65.15,-76.725,-83.1
-8.077114,-34.899471,-64.05,-52.55,-64.6,-78.55,-78.75,-80.9
-8.077102,-34.897942,-62.7333333333333,-30.6,-67.3666666666667,-65.8,-74.2,-82.0666666666667
-8.070931,-34.900845,-68.1,-68.7333333333333,-70.5666666666667,-72.1,-78.4,-74.1333333333333
-8.070922,-34.891926,-48.8333333333333,-73.8,-74.6,-57.3666666666667,-33.6333333333333,-76.8666666666667
-8.070904,-34.89196,-44.525,-75.55,-72.8,-62.25,-31.125,-74.725
-8.070902,-34.896847,-49.1333333333333,-59.3333333333333,-63.6,-52.4333333333333,-75.3666666666666,-63.2333333333333
-8.070892,-34.900856,-71.6,-71.2333333333333,-74.3,-67.7333333333333,-81.4333333333333,-73.2333333333333
-8.070877,-34.891769,-43.6333333333333,-60.7666666666667,-73.2,-39.2,-48.3,-79.4333333333333
-8.070871,-34.891769,-54.4333333333333,-63.5333333333333,-73.3333333333333,-42.5333333333333,-42.9666666666667,-75.5
-8.070868,-34.891937,-45.8333333333333,-74.7333333333333,-71.1333333333333,-56.7,-34.4,-71.1
-8.070863,-34.900864,-70.6333333333333,-72.0666666666667,-67.1333333333333,-68.5666666666667,-84.9333333333333,-77.0666666666667
-8.070861,-34.895939,-50.35,-58.65,-66.4,-44.1,-65.95,-58.05
-8.070982,-34.891933,-53.8666666666667,-75.4,-72.4,-56.7666666666667,-33.3,-80.5666666666667
-8.070974,-34.891792,-45.825,-63.7,-75.975,-38.1,-46.45,-76.075
-8.070965,-34.890694,-54.8333333333333,-62.3333333333333,-68.6666666666667,-45.6333333333333,-41.6666666666667,-72.1333333333333
-8.070963,-34.891949,-53.7,-71.1666666666667,-71,-56.2666666666667,-32.1333333333333,-76.3333333333333
-8.070949,-34.900845,-71.5,-68.1,-64,-64.7,-81.4333333333333,-72.3666666666667
-8.070948,-34.895863,-57.55,-56.9,-62.95,-48.2,-61.8,-61.6
-8.070946,-34.891785,-46.2,-59.8333333333333,-73.9,-38.3666666666667,-46.9666666666667,-79.4333333333333
-8.070944,-34.896862,-36.2,-64.4,-61.9,-57.5666666666667,-68.2,-66.8333333333333
-8.070855,-34.891991,-41.3,-72.2,-70.65,-58.05,-35,-75.75
-8.070848,-34.900864,-65.75,-70.8,-69,-68.9,-82.6,-71.5
-8.070835,-34.896824,-35.3,-60.55,-64.8,-48.65,-69.1,-63.95
-8.060486,-34.90546,-80.7,-66.6333333333333,-75.4333333333333,-75.7,-80.4666666666667,-73.2
-8.060418,-34.905537,-79.05,-64.5,-73.6,-72.85,-81.45,-73.7
-8.060349,-34.905613,-79.3,-61.4666666666667,-72.6,-76.2666666666667,-76.6,-76.5
-8.06028,-34.905697,-80.3,-68.2,-72.6,-76.35,-80.1,-76.7
-8.060138,-34.905865,-78.7,-74.4,-74.9666666666667,-76.9,-80.7,-77.5
-8.060065,-34.905945,-78.3666666666667,-74.1,-76.7,-77.3,-78.3333333333333,-78.9
-8.059921,-34.906113,-81.1333333333333,-79.4,-76.7,-73.2,-81.0333333333333,-78.2666666666667
-8.059848,-34.9062,-78.3666666666666,-78.1,-78.8333333333333,-76.6,-81.9666666666667,-77.8
-8.059775,-34.906284,-79.45,-72.6,-78.95,-78.4,-82.1,-78.25
-8.059703,-34.906364,-81.3666666666666,-79.4666666666667,-75.1333333333334,-77.4333333333333,-81.3,-79.6
-8.059631,-34.906448,-81.8,-78,-74.5333333333333,-74.3666666666666,-81.9333333333333,-75.7333333333333
-8.05951,-34.90659,-80.7666666666667,-75.2666666666667,-76.1666666666667,-73.4,-81,-76.9
-8.059464,-34.906647,-80.5,-75.15,-75.75,-75.45,-83.9,-79.15
-8.059426,-34.906693,-83.0333333333333,-71.7666666666667,-76.0333333333333,-75.4333333333333,-85.4333333333333,-80.9333333333333
-8.059394,-34.906731,-82.8,-72.4,-78.5,-76.9,-85.3,-84.2666666666667
-8.059369,-34.906765,-83.8666666666666,-71.1666666666667,-77.3666666666666,-76.8333333333333,-85.9,-77.5666666666667
-8.059352,-34.906792,-84,-62.85,-79.9,-76.25,-83.95,-77
-8.059345,-34.906811,-82.3333333333333,-70.0333333333333,-80.1333333333333,-75.4,-82.5666666666667,-78.7
-8.066795,-34.896458,-59.3,-58,-67.55,-67.9,-73.85,-38.75
-8.066786,-34.889824,-71.3666666666667,-71.5,-75.2,-55.1333333333333,-42.3,-83.4
-8.066782,-34.894844,-61.7,-75.6333333333333,-73.3333333333333,-72.1,-66.4666666666667,-48.1333333333333
-8.066779,-34.894936,-64.1,-67.7,-72.05,-66.45,-67.6,-44.4
-8.066774,-34.896824,-60.45,-44.9,-53.3,-36.7,-64.1,-38.2
-8.066765,-34.901043,-67.6,-67.7,-66.3666666666667,-59.8333333333333,-63.7,-60.0666666666667
-8.066763,-34.894886,-62.8333333333333,-66.7333333333333,-69.0333333333333,-68.0666666666667,-67.6,-39.4
-8.066759,-34.89653,-54.8666666666667,-54.4666666666667,-68.8666666666667,-58.9333333333333,-68.7666666666667,-32.9666666666667
-8.066758,-34.89563,-67.9333333333333,-67.6,-63.6666666666667,-64.1666666666667,-71.6,-39.9
-8.066756,-34.893723,-60.3,-77.85,-71.55,-69.75,-64.25,-53.05
-8.066742,-34.894928,-60.8666666666667,-71.6333333333333,-72.1333333333333,-68,-62.1666666666667,-46.5
-8.066739,-34.895012,-66.1333333333333,-62.2333333333333,-74.5666666666667,-64.5666666666667,-66.4666666666667,-43.4
-8.066731,-34.896839,-63.9333333333333,-48.8,-52.8333333333333,-37.1,-67.0666666666667,-37.2
-8.066721,-34.896595,-56.5333333333333,-53.3333333333333,-69.0333333333333,-58.2333333333333,-71.5,-32.2333333333333
-8.066717,-34.89497,-58.65,-71.25,-72.35,-63.9,-66.3,-55.2
-8.066701,-34.895088,-69.8,-63.7333333333333,-65.7333333333333,-68.3,-73.6666666666667,-49.0333333333333
-8.0667,-34.895576,-72.5333333333333,-62.8666666666667,-60.8,-60.9333333333333,-70.7333333333333,-36.9333333333333
-8.066692,-34.893692,-59,-73.8,-75.6,-69.9,-62.9333333333333,-59.5666666666667
-8.066692,-34.889763,-76.5666666666667,-66.8333333333333,-76.7,-54.6333333333333,-48.7666666666667,-85.0333333333333
-8.066689,-34.895023,-55.2333333333333,-63.8666666666667,-70.2333333333333,-64.3333333333333,-71.1,-42.7666666666667
-8.066679,-34.896652,-62.6333333333333,-56.5,-61.8,-66.9,-72.4333333333333,-39.5333333333333
-8.066664,-34.895164,-67.6,-58.6,-67.35,-69.9,-72.15,-42.6
-8.066654,-34.895081,-55.65,-62,-66.5,-65.5,-65.35,-42.4
-8.066651,-34.895519,-65.3,-60.05,-59.85,-65.05,-68.9,-37.25
-8.066643,-34.896839,-60.3666666666667,-49.6333333333333,-54.1,-39.3333333333333,-66.4666666666667,-37.1333333333333
-8.066632,-34.893658,-61.7333333333333,-76.1333333333333,-78.4666666666667,-67.5,-63,-54.8
-8.077456,-34.898857,-62.8,-20.8333333333333,-67.5666666666667,-62,-72.5333333333333,-77.1
-8.077447,-34.898941,-65.2666666666667,-21.6666666666667,-69.0666666666667,-63.9666666666667,-77.5,-78.8333333333333
-8.077443,-34.899078,-67.3333333333333,-26.7666666666667,-66.8333333333333,-64.4666666666667,-75.1666666666667,-83.9333333333333
-8.077442,-34.899353,-66.6666666666667,-54.9333333333333,-67.8333333333333,-78.8,-77.8,-83.0666666666667
-8.077439,-34.899357,-66.5,-48.6,-74.05,-79.45,-76.6,-82.15
-8.077393,-34.898937,-66.7666666666667,-34.6666666666667,-69.4,-74.8333333333333,-67.8666666666667,-80.3666666666666
-8.077387,-34.89938,-71.05,-52,-67.1,-75.1,-78.8,-79.8
-8.077387,-34.898655,-60.1,-25.3666666666667,-62.8666666666667,-66.1333333333333,-75.1333333333333,-80.3
-8.077386,-34.898758,-61.5666666666667,-23.2333333333333,-62.3333333333333,-63.0666666666667,-72.9666666666667,-79.8333333333333
-8.07737,-34.898869,-69.05,-30.6,-68.95,-68.4,-68.45,-79.625
-8.077362,-34.898842,-60.9,-29.7333333333333,-65.8,-65.5666666666667,-75.7666666666667,-78
-8.077359,-34.898823,-66.0333333333333,-28.4777777777778,-65.9222222222222,-64.0888888888889,-68.5222222222222,-81.7611111111111
-8.077358,-34.898819,-69.3,-26.8666666666667,-63.1666666666667,-63.1666666666667,-73.2666666666667,-82.5
-8.077357,-34.898674,-67.6333333333333,-25.2333333333333,-65.8333333333333,-64.7333333333333,-77.1333333333334,-80
-8.077357,-34.898571,-67,-27.65,-64.95,-68.65,-79.8,-78.95
-8.077356,-34.898815,-70.325,-25.475,-71.725,-62.825,-75.85,-82.025
-8.077354,-34.898808,-64.3666666666667,-24.2333333333333,-69.6,-64.6333333333333,-73.4666666666667,-82.7666666666667
-8.077353,-34.8988,-64.6333333333333,-24.1666666666667,-67.3333333333333,-62.8,-73.6333333333333,-81.2666666666667
-8.077349,-34.898785,-69.1,-23.8333333333333,-67.8,-65.1666666666667,-73.5333333333333,-79.8333333333333
-8.077342,-34.89938,-76.55,-60.8,-74.9,-86.8,-76.75,-79.45
-8.077341,-34.898758,-62.425,-24.85,-65.95,-64.8,-69.75,-81.3
-8.077338,-34.899395,-69.4,-55.4333333333333,-62.5666666666667,-76.4666666666667,-76.7333333333333,-81.8333333333333
-8.07733,-34.898716,-65.0333333333333,-26.5333333333333,-67.8,-68.4666666666667,-71.1,-78.4
-8.077327,-34.898586,-67.7666666666667,-27.5666666666667,-65.3666666666667,-65.3333333333333,-75.6333333333333,-81.6666666666667
-8.077325,-34.898479,-58.95,-29.45,-68.025,-70.3,-75.525,-80.5
-8.077314,-34.898666,-68.2333333333333,-26.9,-67.3,-70.7333333333333,-65.3333333333333,-78.4333333333333
-8.077297,-34.899391,-67.9666666666667,-53.1666666666667,-70.1,-79.5,-74.5,-82.8
-8.077295,-34.899403,-70.9666666666667,-55.7666666666667,-68.1,-81.3,-74.8333333333333,-87.7666666666667
-8.077295,-34.898602,-62.9,-27.8333333333333,-71.6,-72.5333333333333,-75.8333333333333,-82.3
-8.07714,-34.898056,-67.3333333333333,-30.7,-70.7666666666667,-63.2666666666667,-76.4333333333333,-76.2666666666667
-8.077133,-34.899464,-68.2333333333333,-54.7666666666667,-66.8,-77.1333333333333,-76.9666666666667,-80.0333333333333
-8.077133,-34.899448,-67.4333333333333,-55.6333333333333,-66.4333333333333,-77.6,-79.7333333333333,-86.5
-8.069036,-34.891251,-68.3666666666667,-77.5,-78.5333333333333,-58.0666666666667,-29.8,-70.5333333333333
-8.069028,-34.896542,-54.3333333333333,-53.1333333333333,-49.4333333333333,-37.5,-55.6666666666667,-43.2333333333333
-8.069025,-34.888474,-56.0666666666667,-77.8,-79.3333333333333,-71.8,-55.8666666666667,-74.2333333333333
-8.069023,-34.895912,-47.0333333333333,-60.7333333333333,-62.5,-54.5,-59.9333333333333,-57.5666666666667
-8.06902,-34.88961,-70,-74.2333333333333,-79.2666666666667,-55.3666666666667,-46.1333333333333,-80.3
-8.069018,-34.895924,-54.9333333333333,-63.2,-63.1333333333333,-53.5333333333333,-63.1,-58.2666666666667
-8.069018,-34.895882,-56.7666666666667,-63.6333333333333,-61.7333333333333,-49.2333333333333,-63.6333333333333,-53.8
-8.069013,-34.888504,-64.6333333333333,-76.4333333333333,-73.7666666666667,-69.1333333333333,-54.7333333333333,-71.2666666666667
-8.069011,-34.899857,-44.8,-62.3333333333333,-66.0666666666667,-54.9333333333333,-61.5,-47.7333333333333
-8.069006,-34.899876,-45.5,-57.6,-64,-54.4,-60.6,-48.1666666666667
-8.069004,-34.890713,-68.375,-68.725,-72.025,-47.925,-29.45,-70.225
-8.068997,-34.889595,-66.2333333333333,-76.4,-83.8,-55.8333333333333,-45.7333333333333,-76.4333333333333
-8.068994,-34.888538,-64.4,-74.2,-72.7,-75.3,-61.0333333333333,-71.4333333333333
-8.068982,-34.895947,-56.1333333333333,-63.5666666666667,-57.2,-47.1333333333333,-71.1666666666667,-56.4333333333333
-8.068832,-34.900311,-47.25,-60.25,-58.45,-63.95,-66.25,-43.5
-8.068831,-34.891151,-74.3666666666666,-77.9,-77.3,-62.9666666666667,-23.9333333333333,-70
-8.06883,-34.900322,-48.9666666666667,-56.3333333333333,-62.7333333333333,-66.2333333333333,-69.3,-56.4666666666667
-8.068828,-34.900372,-53.35,-54.65,-70.4,-63.9,-69.3,-51.8
-8.068826,-34.900352,-49.3,-58.3333333333333,-61.8333333333333,-67.9666666666667,-72.7,-55.4666666666667
-8.068826,-34.888889,-64.8333333333333,-74.9666666666667,-76.0333333333333,-68.6,-52.5333333333333,-71.2
-8.068824,-34.889622,-76.0666666666667,-74.1333333333333,-78.2,-58.3,-45.0666666666667,-77.3333333333333
-8.068819,-34.888874,-65.9,-80.8333333333333,-72.6,-67.1333333333333,-51.6666666666667,-64.7333333333333
-8.068857,-34.889641,-66.4,-71.7666666666667,-78.3,-54.2333333333333,-53.2333333333333,-86.3666666666667
-8.068856,-34.900234,-48.25,-50.3,-63.4,-65.4,-65.7,-44.85
-8.06885,-34.888832,-69.1333333333333,-75.9,-74.3,-70.1666666666667,-49.6333333333333,-72.3666666666667
-8.06885,-34.888809,-64.45,-75.7,-75.65,-67.1,-50.4,-71.15
-8.068845,-34.896114,-52.55,-68.05,-59.5,-48.35,-59.55,-50.15
-8.068812,-34.896564,-51.8333333333333,-48.5666666666667,-50.1,-35.1,-62.5,-39.7333333333333